,id,data,message_order,label
657,RD561G,i dnt have bike and dl i knw ridng bike,0,whoAreYou
658,9MY9Z8,thanks,5,greeting
659,EI3XPU,k,3,notInterested
660,V3JP51,heyyyy,0,greeting
661,GAE7Z8,oj,0,whoAreYou
662,3OHES1,hi,2,notInterested
663,77NHQ0,ok,3,notInterested
664,X7EFSW,i have no bike ie my problem,3,notInterested
665,UWIM1K,ok,5,whoAreYou
666,EMP63J,sorry not interested,0,whoAreYou
667,S39HPF,hi,4,dontMeetRequirements
668,B6M9AZ,voke,0,greeting
669,8DN1FE,ok,0,whoAreYou
670,N0WF7O,good m,1,whoAreYou
671,Y6ILBH,i want online offline system other wise no chance then will be not interested,0,greeting
672,YYMM4F,hi,1,greeting
673,XSK8VA,gm,3,dontMeetRequirements
674,HSNVK8,hiii,1,greeting
675,DUH700,hi,0,greeting
676,PJT1B8,thanks for your concern mr varun,2,location
677,G27K8X,where,1,whoAreYou
678,TR1R17,brother i dont hav bike and dl also,1,dontMeetRequirements
679,9HZECA,hi,5,greeting
680,9MUKS2,hlo,4,greeting
681,2J4O9P,hi,4,notInterested
682,L715UO,hi,3,whoAreYou
683,RCERXE,hi,4,dontMeetRequirements
684,7LO6N6,hello,3,notInterested
685,TFJ48C,ok,1,location
686,ZSM7PQ,ok,1,whoAreYou
687,U6A2JI,ok,3,dontMeetRequirements
688,4TRP1N,no thanks,0,whoAreYou
689,IWAYOE,youre making me angry seriously,1,whoAreYou
690,SJZI46,ok,4,whoAreYou
691,TFOHO9,gm,0,greeting
692,4SSK7W,would u provide twowheller,1,greeting
693,0A6JR8,can you tell me the place of office,1,notInterested
694,G0TH5O,ok,2,whoAreYou
695,BKZ1J6,hello,2,whoAreYou
696,EW9UJG,ok,1,location
697,PZ9I9Z,hallo,5,greeting
698,GQ4TYA,oki bro,0,greeting
699,6EELUO,yes but i dont have license but i own a vehicle,5,location
700,TBKDCH,i got job sir dnt txt me sry,0,greeting
701,0T2YON,banane diya hi mere pass tha gum ho gaya hi,4,greeting
702,S3205O,ok,0,greeting
703,6XRYY3,learning license available,0,dontMeetRequirements
704,61K6JL,hi,1,whoAreYou
705,K6IMRL,bike nhi hu ga tu chil a gaa kya,0,dontMeetRequirements
706,Y2JVFL,send me u r location ill come there,4,dontMeetRequirements
707,WYZEQ2,hi,5,whoAreYou
708,HVWP8Z,where,2,greeting
709,52YASS,hi,1,notInterested
710,9HOBF2,land mark,1,greeting
711,M1GGCR,hi,1,notInterested
712,1GJPGR,who are you to message medont message me get lost first,4,greeting
713,53T1KY,llr,4,notInterested
714,4AP665,k,1,whoAreYou
715,L25BG9,no say,2,greeting
716,DK1E3C,ok,5,whoAreYou
717,SBQZ44,lekin mere pass draving lision nahi hai,0,greeting
718,J0XZ2W,kk,3,greeting
719,KJ81D7,which area bro,3,greeting
720,MKLRQR,hi,3,notInterested
721,E000HF,your location of branch,0,whoAreYou
722,SH6XR3,thanks,5,greeting
723,1R9KCY,bye,5,greeting
724,MDBMGD,hii,5,notInterested
725,L85U58,kk,0,greeting
726,083TIY,near by loction,2,location
727,K8JNRE,hii,2,greeting
728,KB5UI6,hi,5,location
729,5L8EYD,gn,2,greeting
730,M1TU4A,ok,0,whoAreYou
731,22QESY,hi,5,whoAreYou
732,LNC1FM,kkkk,5,whoAreYou
733,058INJ,ok,1,greeting
734,OW1ZTF,hi,2,whoAreYou
735,JZJE4M,hi,4,dontMeetRequirements
736,F69M16,hi,4,greeting
737,72CJBQ,hii,5,notInterested
738,PTY2SU,mere pass paise nhi,3,greeting
739,QFQHPJ,sir i had already worked here i dont need food delivery orders,1,location
740,U315PW,hi,2,whoAreYou
741,6HH5JM,where,3,greeting
742,WSRNNJ,m not interested for delivery jobs thank you,2,whoAreYou
743,8AJTE1,ok,4,dontMeetRequirements
744,DE9TME,ya but i dont have license,4,notInterested
745,668SMT,which location,4,greeting
746,ASW8PM,i am not ready to deposit money,1,whoAreYou
747,UWSBSO,hi,4,greeting
748,GM823K,get lost,4,greeting
749,AUO7TV,just llr,3,notInterested
750,JBEKLY,ok,2,greeting
751,ROBBWG,hi,5,greeting
752,MVKBP0,hi,4,greeting
753,LF3WM8,ok,4,whoAreYou
754,VUZ3LI,i dont have bike insurance is it kk,5,dontMeetRequirements
755,03EVKM,konsi jagah,0,notInterested
756,LMEQNF,hi,4,notInterested
757,5YAMLA,ok,2,notInterested
758,T5AAU4,no bike,5,dontMeetRequirements
759,TNB5JK,sorry i dont have bike thanks for u information,2,notInterested
760,1Y52T5,ok,3,whoAreYou
761,8KDPYK,where location,4,whoAreYou
762,WBUO8G,where is it,2,whoAreYou
763,L29ULU,ok,3,notInterested
764,MKDVO6,hi,0,whoAreYou
765,56JWJO,address 0lz,0,whoAreYou
766,NMIYP3,ok plz send me the above address,1,dontMeetRequirements
767,PQPQ56,hii bro,3,greeting
768,KRCXPF,ok,4,notInterested
769,PESEJK,hello,5,greeting
770,W4VRGR,kiddar,3,greeting
771,NWAKGU,sir i have no bike,5,notInterested
772,EB08CX,were,0,whoAreYou
773,HTX8QN,ok,3,whoAreYou
774,K51EKX,hi hello,2,greeting
775,DI76HP,ok,3,notInterested
776,OOMCAB,you have opening in which city,0,dontMeetRequirements
777,VD06G0,hi,1,whoAreYou
778,UQAMFP,hello,4,whoAreYou
779,AMX3AE,but what will be the job location,4,dontMeetRequirements
780,GK8B76,bike ledhu,2,whoAreYou
781,1KW9GC,k,1,whoAreYou
782,0L9FZ9,adras,0,greeting
783,XUUI3U,ok,4,greeting
784,DEZ7FD,driving license,1,greeting
785,RP1MAW,ok,4,notInterested
786,YAWLLY,hi,4,notInterested
787,LQWSR7,ok,5,notInterested
788,31EKKV,hiii,3,whoAreYou
789,120CA0,i have ll,1,whoAreYou
790,80NQQK,get lost,5,greeting
791,VO5GN9,kaha par hai job sar,2,notInterested
792,WOBNOM,learning,1,location
793,QNIZLS,hi,5,location
794,6KJLF8,bhai,0,whoAreYou
795,6X73NK,hello,0,dontMeetRequirements
796,1GC8FT,right now i dont have licence and bike,3,greeting
797,ENSAO4,ok,3,whoAreYou
798,O98G2O,hi,5,notInterested
799,CLMHYV,ledhu,1,notInterested
800,VKQOUV,where,2,whoAreYou
801,D4SZRF,i dnt have bike right now when i ll get it i ll cum to you guys,4,location
802,KZGXDN,hi,1,greeting
803,CIGNCP,under process,2,greeting
804,7DGUW1,hi,5,greeting
805,PRHF2W,kahapar hai job,4,notInterested
806,RPWUOA,thanks for your services im not interested for this job,3,notInterested
807,L3Q12A,plzz stop it,3,whoAreYou
808,6C7EMT,sorry nothing driver license,3,greeting
809,MN1NEK,k,1,whoAreYou
810,1UGE90,thank you for your offer,5,whoAreYou
811,AIIM0H,where are,3,greeting
812,LZHZMW,ok,4,location
813,RZ3BM3,hi,2,greeting
814,LGXWQU,hy,0,notInterested
815,UIAJR1,gud nyt,3,notInterested
816,RA8BI4,good morning,0,whoAreYou
817,2EJDVD,hi2,3,greeting
818,2L7ANU,can u share the address 1st,3,greeting
819,PMGGLP,hi,5,notInterested
820,89QVKV,no,4,greeting
821,Q8G11X,hi,1,whoAreYou
822,AB5GG0,thanks for ur information,1,notInterested
823,3ARUG4,hy,5,notInterested
824,1R9FR2,ok,5,whoAreYou
825,ZSRTNU,hii,2,greeting
826,JV6G9B,no bike,2,whoAreYou
827,4RWUEH,sur good afternoon,2,greeting
828,AB4Z9F,okk,1,whoAreYou
829,XG1D89,hii sir,4,greeting
830,A643NC,hii,2,whoAreYou
831,Q7CR5F,swiggy dont need,5,notInterested
832,Z1GOAN,nice,3,whoAreYou
833,J5JEBX,okk,4,dontMeetRequirements
834,42263A,yeah,1,notInterested
835,VCM37D,ohk,1,whoAreYou
836,CF5VNJ,i will refer one num so send this msg to him,5,greeting
837,V8T1YY,hi,4,notInterested
838,HFTGDV,dont send fake,3,dontMeetRequirements
839,2HK3UK,okk,0,notInterested
840,9P9P3E,ok,4,dontMeetRequirements
841,R3GHDI,hii,3,greeting
842,ROIJ08,hi bro,0,whoAreYou
843,Q0RHHA,tq,5,greeting
844,V2V7CH,thika muchkondu stop madu aste,0,notInterested
845,23TQ9I,hi how are you,4,greeting
846,D9WNUU,kk,4,greeting
847,DB5QK2,hi,4,greeting
848,K1TR01,ok,2,dontMeetRequirements
849,MQNET4,hlo,5,notInterested
850,77YCXZ,hi,2,notInterested
851,TL03TM,ok,3,whoAreYou
852,TKRCL3,thanks for ur support,3,greeting
853,KCAAX6,1yes,5,notInterested
854,OY7519,hello vahan,5,notInterested
855,KPK1YE,ok,0,whoAreYou
856,P2YI8N,hi,4,whoAreYou
857,RZW802,but dont vehicle in my castady,2,whoAreYou
858,GL001S,ok,0,whoAreYou
859,N9HHXU,haiii,4,greeting
860,DD2HR7,kk,1,dontMeetRequirements
861,O4EO7K,ok,1,location
862,IOU22D,hai,1,greeting
863,NLH27I,ok,4,notInterested
864,LRVASC,kormangala,4,notInterested
865,PQ0PQF,im recently applied i have lr license,4,dontMeetRequirements
866,8SLBWY,dont msg,2,greeting
867,XEOBIR,okį,5,whoAreYou
868,8YGBE9,gn,1,whoAreYou
869,HQAJ60,okk,5,whoAreYou
870,I635OX,no,3,dontMeetRequirements
871,FA3NYQ,ok,3,greeting
872,DLEYE3,k,1,notInterested
873,NT9KP3,but dl has given for renewal,4,location
874,6ZO5WR,which place,3,greeting
875,AINH4A,hi,4,greeting
876,VHVPHP,gn,5,greeting
877,4G0EFA,hii,3,notInterested
878,L2VSOV,only driving license,1,greeting
879,ESPYEB,hi,2,greeting
880,6KXGK4,hii si,1,notInterested
881,5RABDO,bike nhi hai,0,greeting
882,RWVLOP,hii,1,greeting
883,R6MKLZ,no two viller iam very sorry,5,dontMeetRequirements
884,UMTTR5,nik siggu leda ra okasare chepthe,5,whoAreYou
885,FHYYR8,ok,5,whoAreYou
886,84BPWS,hi,4,greeting
887,THEBFW,mere bhai mujhe job nhi chahiye,5,whoAreYou
888,56QRXV,how are you,4,greeting
889,LB1I7M,helloo,3,location
890,JKCOA9,nonono,0,whoAreYou
891,VHSJD4,ok,1,whoAreYou
892,5IOFHA,location please,4,greeting
893,0TJCZM,sorry,1,greeting
894,TPYIWA,gn,2,greeting
895,FGOSK2,cheatinh,2,whoAreYou
896,BKOHUW,hi sir,4,notInterested
897,7OI8D8,hhi,3,notInterested
898,H5EPK4,sry,0,greeting
899,YO0F23,bike ledhu,4,notInterested
900,SB6F83,nonsense,3,greeting
901,GKJ4HG,hii,4,notInterested
902,KRF317,den go way,0,whoAreYou
903,XA8AC0,i dont have lisence can u manage to join as delivary boy,3,greeting
904,DQICVI,which place,2,whoAreYou
905,7BFT6R,hii,4,whoAreYou
906,VTW0AC,ohk,0,notInterested
907,GL9YHY,ok,4,notInterested
908,UUXV60,hii,2,dontMeetRequirements
909,FAPTWT,acha,0,greeting
910,Y3VD3H,hi,1,notInterested
911,FV5CEZ,ok,4,whoAreYou
912,8XIS0Z,hai,1,whoAreYou
913,KRNXXH,good night,5,dontMeetRequirements
914,7WH9BN,nothing,3,greeting
915,0BQHVR,sir,0,whoAreYou
916,XOLZUG,2not now i will text u,5,greeting
917,OHD766,hi,1,notInterested
918,U92MRP,i didnt dl i have ll,3,greeting
919,HD3IO9,ok,1,greeting
920,13MA0M,ok,1,whoAreYou
921,I5GFWF,ok,2,greeting
922,A1HKKI,good morning,2,whoAreYou
923,MT0NNG,hii,2,greeting
924,NEVC54,ok k,1,location
925,LDP9HF,how r you,0,notInterested
926,POIPGV,wer location job,3,greeting
927,LPOI4C,can i now location of job,0,greeting
928,HDM0SX,i dont have bike or license,5,notInterested
929,GB517E,hiii,5,greeting
930,3HA95L,hello,2,greeting
931,OCH5QW,hi,5,notInterested
932,25FKOM,or kaise hai,3,greeting
933,0017JR,hello,3,whoAreYou
934,3Y99E2,hi,0,notInterested
935,2GKE4I,after 10 days am getting my ll,0,whoAreYou
936,U9G3L5,hello,3,whoAreYou
937,L72WS4,good morning happy friday,3,greeting
938,KWRJFZ,kkk,0,notInterested
939,N6NJQH,lr undi,2,location
940,JVO7OY,but i dont have buke,5,notInterested
941,KP8W7J,oko,5,notInterested
942,5GILMK,hi,0,notInterested
943,UK8957,no,1,greeting
944,2U4FB1,but i have llr,4,notInterested
945,UF7LJJ,okkk,5,notInterested
946,85FQKG,hi,2,greeting
947,DD7USB,శభదయ,5,notInterested
948,41815K,naku bike ledu sar,1,greeting
949,HPJ8KT,hello,2,whoAreYou
950,OCQDXE,hello,1,whoAreYou
951,QBM9KT,police complain karti hu ruk abhi,5,whoAreYou
952,MEPEXN,hi,4,dontMeetRequirements
953,O24RQR,hlo gm g,5,greeting
954,Q2Q5MS,dont send a msgs,1,greeting
955,KIQISH,kk,1,whoAreYou
956,RTS837,i dont have a licensed,3,greeting
957,DZO8B3,hai,4,notInterested
958,7FNJWO,hii,5,notInterested
959,QNTTCV,where is ur office,5,greeting
960,0PQ5GT,ok,5,whoAreYou
961,38KBHU,1but i have an l l r,0,whoAreYou
962,W1D1Y1,llr,4,dontMeetRequirements
963,L9W05E,location kha pr,2,greeting
964,WCMU5H,hi,5,notInterested
965,0BLG1A,ok,0,dontMeetRequirements
966,NRLFUK,good morning,3,greeting
967,UX721Z,ok sir,0,greeting
968,7ZV2ZC,gm,1,location
969,67953D,ok,5,notInterested
970,HOVVFP,hii,1,notInterested
971,PL2V5D,how are you,4,whoAreYou
972,JZ44J2,hii,0,greeting
973,G9UVT1,no,3,whoAreYou
974,AED848,ok,3,greeting
975,CT13C0,work location,0,greeting
976,DNUR6L,good morning,3,notInterested
977,PRAIA7,hi,3,greeting
978,2DGOTX,ok,3,greeting
979,T744N8,hi,2,greeting
980,C0Z5DM,work location,0,location
981,6TDVCG,i nt have dl,0,whoAreYou
982,GPYC7A,gn,4,whoAreYou
983,68VYHI,okk,2,notInterested
984,P65502,ok,5,greeting
985,X8WB05,ll is there,3,whoAreYou
986,T2AGJV,thanks foe ur information,1,location
987,O7CFAD,hallo,0,greeting
988,U39RRD,ok,2,notInterested
989,54P80J,hii,2,greeting
990,V9HA5U,hi,0,notInterested
991,Q8NC3Z,sir ok but nodriveng lince no pancaed,0,whoAreYou
992,M226FO,okk,3,dontMeetRequirements
993,P7FSAI,plz didnot send me message plz stop i am not interested,5,notInterested
994,W4XCV5,who,1,dontMeetRequirements
995,H4450O,thnaks bro,3,greeting
996,BD4CSY,tanq,2,notInterested
997,6AGA6D,llr,2,notInterested
998,PCLHAA,okay,3,greeting
999,RV83UW,if you are computer so i block you,1,whoAreYou
1000,KCGIRE,which location in job,3,whoAreYou
1001,2QYU5Y,hi,1,notInterested
1002,W28AV1,sorry sir naku bike radu,4,notInterested
1003,RJO2YD,hi,2,greeting
1004,AKA188,ok,0,whoAreYou
1005,G0YTF6,how r u,0,notInterested
1006,U46CVI,hii,2,notInterested
1007,VGXE1C,ok,4,notInterested
1008,D179FV,license ny he,4,notInterested
1009,CCGCRF,ok,5,whoAreYou
1010,P72J31,hi,4,notInterested
1011,XFOTY8,good morning have a nice day,5,whoAreYou
1012,FR38MF,hello,3,location
1013,IRZGRB,hii,0,whoAreYou
1014,A01YM4,hi good morning,1,notInterested
1015,CIWI4T,hiiii,2,greeting
1016,REE7P9,but i have driving licence,3,notInterested
1017,ZEFB5A,hi,5,greeting
1018,RIZC3T,i have learning license,0,notInterested
1019,DO37RG,ok,1,whoAreYou
1020,7FP5J7,learning license,3,whoAreYou
1021,5QUNWY,sorry i am not interested now,1,whoAreYou
1022,VPKPIC,where i should come,0,whoAreYou
1023,AUKHAR,hi,4,greeting
1024,7KW0FL,hi,0,greeting
1025,TSOCHE,okay,5,greeting
1026,DS92QJ,ok sir,1,greeting
1027,MR1BZE,hi sir,3,dontMeetRequirements
1028,6IL510,i dont have license,3,greeting
1029,Z1BBP1,k,0,whoAreYou
1030,E11MWG,hi,3,dontMeetRequirements
1031,9D4Y64,k,4,whoAreYou
1032,HQWDXL,ya but i have llr,4,whoAreYou
1033,COQGDV,hi,0,greeting
1034,QPXXDC,im not interested in swiggy,3,whoAreYou
1035,G131JB,ok,1,dontMeetRequirements
1036,X73HPY,ok sir,1,greeting
1037,N6CG21,thanks,1,notInterested
1038,TAAJV9,i have learning license only,0,whoAreYou
1039,SPEZ29,hi,5,whoAreYou
1040,5E1UXA,sorry,5,whoAreYou
1041,V9Q6RP,na location change chesaru,3,whoAreYou
1042,F0SL79,hello,4,whoAreYou
1043,DGD773,sorry,2,whoAreYou
1044,JDBKFQ,hello sollu pa,5,whoAreYou
1045,SY7UB4,kk,0,notInterested
1046,6VG42M,thank you sir but i dont have a bike,1,whoAreYou
1047,R12ZW7,hlo,4,greeting
1048,DFWT8G,okk,1,dontMeetRequirements
1049,KM74WF,tq,2,greeting
1050,DDSON4,license nahi hai,2,greeting
1051,WB6CAM,i want job but i have lr liasen,3,greeting
1052,N0TDBQ,hello,3,location
1053,DYD4MX,hello,2,greeting
1054,IULHDF,ok,0,greeting
1055,KNM96V,i do not have a bike license,4,notInterested
1056,L4YW36,ok,2,whoAreYou
1057,4KLH28,ok,3,whoAreYou
1058,4IRB9W,thanks,3,whoAreYou
1059,7BH1QX,i dont have a bike not even driving licence,0,whoAreYou
1060,2SI7HJ,k,4,greeting
1061,HB3IIR,hi,1,greeting
1062,XS8GIU,hi,3,greeting
1063,PX6QJF,hi,1,whoAreYou
1064,DJAQN6,hi,1,notInterested
1065,T6WR9P,hi,5,notInterested
1066,OEIZXM,thanks,4,greeting
1067,THGW0X,yes sir i didnt d l n bike,2,location
1068,GJM13I,hi,4,dontMeetRequirements
1069,XVAEMH,job location wr r u,2,whoAreYou
1070,QDLS2Z,hi,1,greeting
1071,ZSPF88,okay,5,notInterested
1072,ZV0FPS,okh,3,whoAreYou
1073,K88FOL,stop messaging,3,whoAreYou
1074,VN9S16,hii,2,greeting
1075,SWKWY7,greatgood night,2,whoAreYou
1076,QEQ1PJ,ok,5,whoAreYou
1077,37OLG4,hell sar,4,notInterested
1078,UI5CV5,which location are their,1,whoAreYou
1079,IN20W3,learners licence is available,5,whoAreYou
1080,MTXKGZ,bro not interested,0,whoAreYou
1081,WD0C2T,hello,3,notInterested
1082,C1PIYR,sir,1,whoAreYou
1083,P07N01,hi,5,notInterested
1084,I9FQCF,sorry sir i dont have bike,4,notInterested
1085,QTCXZ3,hi,3,whoAreYou
1086,ZOJGB7,sir but i did not have pancard and bank account,0,greeting
1087,FLIQBX,ok,0,whoAreYou
1088,HT27EN,kelasa elva,0,greeting
1089,R0O6N5,ok,5,greeting
1090,L7LKT2,ledu,3,greeting
1091,UANW3N,sir,1,notInterested
1092,7USLC2,hi,5,location
1093,FKFA1L,hi,3,greeting
1094,B9RDD2,hello,1,whoAreYou
1095,FYZWM5,k,4,whoAreYou
1096,V6LDC1,good morning,0,greeting
1097,164V1L,hello,2,notInterested
1098,UF2EUD,ok,5,whoAreYou
1099,BKKXDG,no,4,notInterested
1100,E5F6CQ,no licence,2,whoAreYou
1101,QCMLGN,hii,5,whoAreYou
1102,9PEM65,thank u,5,greeting
1103,8BSIMO,hi,2,whoAreYou
1104,03TAJV,oky,0,greeting
1105,CF6NIV,sorry,4,notInterested
1106,MUB3FU,hi,1,greeting
1107,E5JXZL,hi,5,notInterested
1108,MJRLEM,abhi nhi phir kbhi,2,greeting
1109,1ZCQBV,tell me job location,2,greeting
1110,09E45T,hi,4,greeting
1111,IUVLBI,good night,3,whoAreYou
1112,5QOVNP,okey sir,0,greeting
1113,ON0YEE,kaha he job,2,notInterested
1114,FQDGK7,hii,3,whoAreYou
1115,KHTZER,hiii,3,dontMeetRequirements
1116,LM326C,hi,2,notInterested
1117,H3MW11,hiiii,0,notInterested
1118,DUGYJD,location,2,greeting
1119,VPXQHL,mai bike nai chalata hu,1,notInterested
1120,3ZYOGB,hey will u just stop this,3,dontMeetRequirements
1121,3HZYA4,ok,3,greeting
1122,T9WL4I,hlo,1,notInterested
1123,OC3DV7,i have no vehicle,5,dontMeetRequirements
1124,YJ4537,for this,0,whoAreYou
1125,IP15RQ,ok,1,whoAreYou
1126,O4FJSW,hello,5,greeting
1127,HDXI1F,ok,1,whoAreYou
1128,94JJAW,gn,1,whoAreYou
1129,WX6AGH,okay,1,notInterested
1130,F3EA2C,ok,2,greeting
1131,ADZCIU,learning license,0,greeting
1132,0CWUPT,no need thank you,3,dontMeetRequirements
1133,F474R2,hi,3,whoAreYou
1134,FM3QFK,where is kasturi nager,0,notInterested
1135,HE1X8Y,job location,0,whoAreYou
1136,RQ6SL0,ok,2,greeting
1137,JAY0T6,hii,3,dontMeetRequirements
1138,086N43,hi,0,whoAreYou
1139,PR8UMM,thanks for the info,4,location
1140,2KFWIG,hi,5,notInterested
1141,H79VAQ,i dont have bike and dl bro,0,notInterested
1142,MPJIAH,hi,4,notInterested
1143,AGANXR,stopped,0,greeting
1144,33PLHY,k,4,greeting
1145,NAA66N,ok,5,notInterested
1146,YHKPQE,kindly don text to this number,5,notInterested
1147,046WH0,hl,3,notInterested
1148,PKZ99B,mere pass bike or license nahi hr,0,greeting
1149,FZUS1L,kindly don text to this number,4,whoAreYou
1150,IMGPVX,i dont want to delivery jobs,0,greeting
1151,XIV6P6,good night,5,notInterested
1152,EN3611,but i cant pay rs500,2,notInterested
1153,EOM2H8,i have no bike,4,greeting
1154,1V696S,ok,3,whoAreYou
1155,6G95DC,hiii,3,notInterested
1156,SLVFSA,kaunsi si jagah job milega,1,whoAreYou
1157,7ZUAO9,hello,0,whoAreYou
1158,235F9O,baik nhi hai,5,greeting
1159,B7ZJ9U,ok,2,whoAreYou
1160,O9JH2A,hi,0,greeting
1161,ZSLLF0,hello,5,whoAreYou
1162,Z8W1PA,hiii,3,greeting
1163,28WE95,i get licensee in 1month,4,notInterested
1164,CXE2QX,hello sir,4,greeting
1165,URKJO7,i have no bike,3,notInterested
1166,YGG7LW,chal nikl,3,greeting
1167,DK96EP,location vasai hai,2,whoAreYou
1168,V0UY6B,hey hi,0,whoAreYou
1169,4UXIZP,present bike ledu tesukovali,2,notInterested
1170,UFF6SY,hiii,5,whoAreYou
1171,ZIYE6F,hi unnati,4,whoAreYou
1172,IF4MIE,ok,3,notInterested
1173,9M8W8Z,which area sir,4,location
1174,DL62C5,ok,2,notInterested
1175,LSB6D1,hii,2,greeting
1176,KWXA1A,acha ji,2,notInterested
1177,UZTJJN,hi,4,whoAreYou
1178,PHC311,i am going to block you,5,greeting
1179,O88VMG,hi,0,location
1180,OCSV3I,sir i dont need delivery jobs thats it,2,whoAreYou
1181,LGC08Q,gn,3,location
1182,I454KT,hiii,3,notInterested
1183,O509X8,hi,0,greeting
1184,GYE4YW,ok,5,whoAreYou
1185,A8VQ26,am not interested,3,whoAreYou
1186,TIF3RR,hi,5,notInterested
1187,AO7FQE,location,4,whoAreYou
1188,QVA0ET,hiii,4,whoAreYou
1189,ZVK64K,where job,2,whoAreYou
1190,52YKF9,but i dont have driving licence,3,whoAreYou
1191,3IY450,good morning,0,greeting
1192,GF2NBM,kk,2,greeting
1193,2RBDA7,hi,1,greeting
1194,TA5WVC,ok,3,greeting
1195,MUQDUS,address kaha hai,4,greeting
1196,ADNP05,ok,4,whoAreYou
1197,02J6AH,ok,0,notInterested
1198,DZKRA8,accha,5,whoAreYou
1199,8KPBCZ,hi,0,greeting
1200,HNHLTX,hi,4,whoAreYou
1201,PRULYV,hiiii,5,notInterested
1202,6CYRQ4,driving licence nahi hey,1,greeting
1203,GV9EL7,hi,5,dontMeetRequirements
1204,LLW7ZI,hello sir i dont have a bike but rest all documents i have it sir,0,notInterested
1205,GJDMDT,oka,2,whoAreYou
1206,LO5PRH,good morning,2,location
1207,YTCOVO,ok,5,whoAreYou
1208,17W2WV,k,3,notInterested
1209,85BQN9,i have learner license,2,dontMeetRequirements
1210,53JK8R,thank you,1,greeting
1211,Q9MIC0,nko,5,notInterested
1212,OHC7GR,hiii,3,whoAreYou
1213,DU84G4,ok,5,whoAreYou
1214,37DZZ1,hello sir,0,greeting
1215,OY3IWJ,i have no bike,2,whoAreYou
1216,FEYRJN,i will no bike dl,4,greeting
1217,UTBL5H,okay,1,dontMeetRequirements
1218,SUDVZZ,no i say near r t nagar,1,whoAreYou
1219,IUDZU7,i no redy,2,notInterested
1220,52YK6C,hi,1,notInterested
1221,O8F6MU,job kha pila gi,0,location
1222,R6HY0F,kk,2,whoAreYou
1223,TB33WO,hi,1,greeting
1224,XMB347,k,3,notInterested
1225,RSUN4J,hello,0,greeting
1226,5JRG68,bike nahi hai,3,notInterested
1227,TWWXCF,where is u office,2,notInterested
1228,X99JKG,hii,4,notInterested
1229,N6XVD7,hello,1,greeting
1230,Y5YDJB,area,2,notInterested
1231,CUUCVT,okay,3,whoAreYou
1232,8DAAR9,good night,0,greeting
1233,NIDT4A,i dont have a pancard even,2,greeting
1234,O0XDID,hi,0,greeting
1235,4M849W,hi,0,dontMeetRequirements
1236,S35OKB,hello,4,whoAreYou
1237,CQOP92,hi,0,dontMeetRequirements
1238,FN5Z5W,ok,2,dontMeetRequirements
1239,HYLH1S,ok,5,whoAreYou
1240,95JNGU,okay,1,location
1241,8D40AQ,we accept llr license,3,whoAreYou
1242,EQKFND,sir but mere pass bike aur licence nahi hai,5,whoAreYou
1243,Y5125C,hie,5,notInterested
1244,9LX11E,ya s but i have only ll no dl,1,notInterested
1245,JI7V0E,where is kasturi nagar,1,whoAreYou
1246,U1YL8G,i dont have bike and license,3,notInterested
1247,XTUKQ8,ಬಳಗನ ಶಭದಯ ಗಳ,5,notInterested
1248,1BAJTY,hi,2,location
1249,S6FC2N,ok,3,whoAreYou
1250,NLVBNZ,dont send am not interested,5,whoAreYou
1251,374CIS,good morning,5,greeting
1252,EMQRX0,oki,3,whoAreYou
1253,CKIUDA,i dnt have a dl,5,dontMeetRequirements
1254,08WGIU,fine,4,notInterested
1255,WEFZO2,sir i dont know driving,5,greeting
1256,CVZV5B,job where are you,2,whoAreYou
1257,ZJV5QL,get lost,0,greeting
1258,UW2T30,hii,1,whoAreYou
1259,7R8POZ,hi sir,5,notInterested
1260,92L1PR,i dont have driving licence,2,greeting
1261,F3OFHG,iam not interested in delivery job,4,whoAreYou
1262,7MNRCQ,hii,5,greeting
1263,ZKQLKO,where is the job location,2,whoAreYou
1264,LL6AT9,ohk,3,greeting
1265,NC1HSB,ok,4,dontMeetRequirements
1266,84N0S8,hello sir,0,notInterested
1267,1ACHIO,bt mere pas vehicle nh hai,1,dontMeetRequirements
1268,HVNNUY,okay,3,whoAreYou
1269,IGO7F2,k fine,3,whoAreYou
1270,OA6JII,hi,1,notInterested
1271,HB14TI,where are you from in job,0,greeting
1272,AJ4WSI,hello,5,greeting
1273,XPMG0A,hii,0,whoAreYou
1274,I7WRIB,ok,0,whoAreYou
1275,KY56LC,i have no bike,0,whoAreYou
1276,JMJTL9,bro wr i should come,4,notInterested
1277,UJ3XPA,hi,4,notInterested
1278,1XSB47,thank you sir,1,whoAreYou
1279,DCKF5V,morning,3,greeting
1280,O1ZXH9,soory i have no driving lance,0,greeting
1281,WC34RH,hi,2,whoAreYou
1282,19EF4D,yes im interested but dont have a two wheeler sir,0,greeting
1283,XULZHJ,k,0,whoAreYou
1284,79N6FZ,ok,2,dontMeetRequirements
1285,7AP1SC,oky,1,whoAreYou
1286,S820CU,ok,2,greeting
1287,KH7EKG,hai,2,dontMeetRequirements
1288,I504LY,i hv ll,0,notInterested
1289,1VXAIG,ok thaynku gd night jab par,3,dontMeetRequirements
1290,PNFFMO,i have ll,5,whoAreYou
1291,7CHB8S,sorry,4,notInterested
1292,IMHT87,hii,2,whoAreYou
1293,QN5CN0,hii,3,greeting
1294,I3ZYYK,nahi dena mujhe,0,whoAreYou
1295,8KYUB7,okay,1,greeting
